"","virus","antigen","affinity","dcy","covi","n","cv","cv_se","cv_t","I","I_se","I_t","Pr_t_I","Pr_t_cv"
"2603","WT","NTD","C1q","Hosp","Immunosupressive.drugs",49,-0.0299101793150604,0.0304564250046408,-0.982064681278347,0.0429850747345954,0.0135267006864149,3.17779447709419,0.00265241081940309,0.331205212232602
"2604","WT","NTD","C1q","Hosp","Obesity",49,0.0220487680819676,0.0212418735450426,1.03798603429279,0.0319803043267897,0.0144275497028221,2.21661369986715,0.0316336293700854,0.304702170273493
"2605","WT","NTD","C1q","Hosp","Hypertension",49,-0.0694428473136174,0.0179588204048269,-3.86678221332137,0.0665369887644151,0.01336124647227,4.97984891622994,9.40505518516532e-06,0.000344802380464644
"2606","WT","NTD","C1q","Hosp","Cardiovascular",49,-0.109070853845515,0.048969490663787,-2.2273226118354,0.0460747490409739,0.0127549696840837,3.61229780878809,0.000748173297169564,0.0308594725521095
"2607","WT","NTD","C1q","Hosp","Chronic.pulmonary.disease",49,0.000342519867226805,0.0509482598116896,0.00672289629700399,0.0388155997384765,0.0130880081427636,2.96573774367169,0.00477479003137377,0.994665017234903
"2608","WT","NTD","C1q","Hosp","Asthma",49,1.29041083835607e-05,0.000104576904508189,0.123393481995351,0.0388268340911971,0.012842059862885,3.02341170386622,0.00404003854526901,0.90232169524236
"2609","WT","NTD","C1q","Hosp","Rheumatologic.disease",49,0.000342519867226805,0.0509482598116896,0.00672289629700399,0.0388155997384765,0.0130880081427636,2.96573774367169,0.00477479003137377,0.994665017234903
"2610","WT","NTD","C1q","Hosp","Immunocompromise",49,-0.0238817956820441,0.0305770970512548,-0.781035414905879,0.0421636396714912,0.0135849468955228,3.10370294383611,0.00326495704203495,0.438782865023107
"2611","WT","NTD","C1q","Hosp","Smoker",49,0.0119206813178841,0.0228103693953972,0.522599222803007,0.0360058486611807,0.0140231042440657,2.56760899972755,0.0135555181031235,0.603761210554527
"2612","WT","NTD","C1q","Hosp","Allergic.disease",49,-0.0153731844802974,0.0286904768258588,-0.535828824791143,0.0409253552594544,0.0135202325156599,3.02697126044633,0.00403804342403035,0.594658412700872
"2613","WT","NTD","C1q","Hosp","Neurological.disease",49,-0.00455080170545675,0.0377586200557766,-0.120523517510289,0.0394292682228971,0.0139081010075612,2.83498575409117,0.00678734731421926,0.904593352530294
"2614","WT","NTD","R2b","Hosp","Age",48,-0.00237103782810039,0.0022403108098887,-1.05835217936487,0.38318192919608,0.125090320279015,3.06324205055505,0.00369037573884363,0.295543185339253
"2615","WT","NTD","R2b","Hosp","Sex",48,0.0202054095609964,0.0776622562915052,0.260170261924343,0.24713851858015,0.0701996608067913,3.52050872810259,0.000999241379889803,0.795919218365744
"2616","WT","NTD","R2b","Hosp","Cough",48,0.160279083530272,0.102479209618335,1.56401560987056,0.122727320165026,0.0996160983339712,1.23200288123685,0.224346941967148,0.124819896428893
"2617","WT","NTD","R2b","Hosp","Dyspnea",48,-0.0329098442928721,0.0752361109190075,-0.437420859357016,0.279142380597189,0.0638259546929066,4.37349322764163,7.15824229595678e-05,0.663898380344072
"2618","WT","NTD","R2b","Hosp","Odynophagia",48,0.0974668329637101,0.104513995665629,0.932572066955845,0.244197621332012,0.0503987569483545,4.8453104028389,1.53689746496783e-05,0.356017832794658
"2619","WT","NTD","R2b","Hosp","Fever",48,0.128903010813017,0.120436027353983,1.07030274615542,0.147661512144678,0.115512571068627,1.27831551820408,0.207692433811143,0.29019039683773
"2620","WT","NTD","R2b","Hosp","Headache",48,-0.000893822952467536,0.0749054015056778,-0.0119326902266158,0.260950357155961,0.0585381025913905,4.4577863921804,5.45647013332432e-05,0.990532063339173
"2621","WT","NTD","R2b","Hosp","Myalgia",48,-0.0227715065909736,0.0748779901132448,-0.304114821411928,0.272872849167499,0.0625644095662854,4.36147085953712,7.43982621222113e-05,0.762442290657627
"2622","WT","NTD","R2b","Hosp","Severe.fatigue",48,0.0294001471668896,0.0881849278178464,0.333391974052734,0.240941931023205,0.0756821039375504,3.18360508611151,0.00263918557835377,0.740386917693336
"2623","WT","NTD","R2b","Hosp","Altered.mental.status",48,-0.0173505721855612,0.121701366193613,-0.142566782347853,0.262123003052212,0.0489620810496361,5.35359195183066,2.81084530115985e-06,0.88726876655556
"2624","WT","NTD","R2b","Hosp","Immunosupressive.drugs",48,0.0448488597881123,0.112297514928716,0.39937535409026,0.254189516414794,0.0502108953568393,5.06243743729956,7.47020448244011e-06,0.691505854212181
"2625","WT","NTD","R2b","Hosp","Obesity",48,-0.000361491512217429,0.0788351952364459,-0.00458540771204065,0.260660369524884,0.0538781407549774,4.83796147885455,1.57468157944192e-05,0.996361654696455
"2626","WT","NTD","R2b","Hosp","Hypertension",48,-0.024034656603691,0.076643621343163,-0.313589783239476,0.269815633919239,0.0560783979586239,4.81140053462862,1.71902569261577e-05,0.755281648341185
"2627","WT","NTD","R2b","Hosp","Cardiovascular",48,-0.225167059992889,0.185212660506546,-1.21572175129427,0.275717677148745,0.0485722476618746,5.67644468644101,9.41291175621982e-07,0.230430375600103
"2628","WT","NTD","R2b","Hosp","Chronic.pulmonary.disease",48,-0.138723803772167,0.1848947628818,-0.750285197968805,0.265217373318402,0.047817783291672,5.54641714988474,1.46396419193036e-06,0.456988146534819
"2629","WT","NTD","R2b","Hosp","Asthma",48,-0.00125134156707933,0.000381641107632475,-3.27884376722956,0.260545553961206,0.0471848596023282,5.52180415830569,1.49848874555092e-06,0.00199002178153607
"2630","WT","NTD","R2b","Hosp","Rheumatologic.disease",48,-0.138723803772167,0.1848947628818,-0.750285197968805,0.265217373318402,0.047817783291672,5.54641714988474,1.46396419193036e-06,0.456988146534819
"2631","WT","NTD","R2b","Hosp","Immunocompromise",48,0.190014032608589,0.108891452262162,1.74498575104977,0.23348379099692,0.0487047626828858,4.79385953519824,1.82141182124232e-05,0.0878136727981989
"2632","WT","NTD","R2b","Hosp","Smoker",48,0.046729121395895,0.083530443064351,0.559426236490753,0.249218896054622,0.0516730676260858,4.82299401804452,1.65448636147083e-05,0.578644786585885
"2633","WT","NTD","R2b","Hosp","Allergic.disease",48,-0.124360941850612,0.103585887533432,-1.20055873258289,0.277907830242848,0.0491365187772308,5.65583067662551,1.00964320164574e-06,0.236204242326914
"2634","WT","NTD","R2b","Hosp","Neurological.disease",48,0.120224554588068,0.136823411489034,0.878684088341879,0.244406687555446,0.050742948913004,4.81656452356499,1.68997803704927e-05,0.384240462413542
"2635","WT","NTD","IgM","Hosp","Age",46,-0.0146889953222137,0.00566356742315879,-2.59359414741831,1.53937468402994,0.313858885629111,4.9046713491777,1.38235526329666e-05,0.0129321814261047
"2636","WT","NTD","IgM","Hosp","Sex",46,-0.117103862492969,0.201811188924804,-0.580264469561209,0.862540296331112,0.185202878933263,4.65727261530273,3.0836713878172e-05,0.564764870587219
"2637","WT","NTD","IgM","Hosp","Cough",46,0.383499015029449,0.261436235740441,1.46689311809934,0.455777977512989,0.253790340666516,1.79588386349143,0.0795416912725475,0.149681269865128
"2638","WT","NTD","IgM","Hosp","Dyspnea",46,0.226283997626103,0.192060541871887,1.17819097780659,0.664313377604744,0.158404369601324,4.19378189677914,0.000134412990915219,0.245199769610003
"2639","WT","NTD","IgM","Hosp","Odynophagia",46,-0.255579068146345,0.265973039344474,-0.960920959418495,0.827897313757048,0.131795916428079,6.28166134577341,1.42291577736311e-07,0.341964466729611
"2640","WT","NTD","IgM","Hosp","Fever",46,0.280212617584558,0.30735688446666,0.91168485804636,0.53921001840054,0.294126176883447,1.83326089542248,0.0736922946013539,0.367017621595317
"2641","WT","NTD","IgM","Hosp","Headache",46,-0.404660212942319,0.183299770700204,-2.2076416756907,0.975800250230438,0.146825612986052,6.64598110905306,4.19883625706902e-08,0.0326537406855364
"2642","WT","NTD","IgM","Hosp","Myalgia",46,-0.0627680612911458,0.195173316088896,-0.321601654103969,0.819632471319708,0.169241927670009,4.84296345830946,1.69013894178929e-05,0.749312644115636
"2643","WT","NTD","IgM","Hosp","Severe.fatigue",46,0.422597777007148,0.217090674637056,1.94664177866539,0.50876394179612,0.184469035679785,2.75799100874181,0.00850469211138477,0.0581295594751428
"2644","WT","NTD","IgM","Hosp","Altered.mental.status",46,-0.296214179205677,0.340857304964721,-0.869026935586243,0.800412489430271,0.125023171986707,6.40211311800163,9.50285506133339e-08,0.389657301736484
"2645","WT","NTD","IgM","Hosp","Immunosupressive.drugs",46,-0.356957908835652,0.304334913526009,-1.17291146355821,0.823122313270609,0.127241890039597,6.46895698432695,7.59592863999866e-08,0.247288014771732
"2646","WT","NTD","IgM","Hosp","Obesity",46,-0.0425299401682383,0.205667529959078,-0.206789764902124,0.795386563579794,0.138703635250279,5.73443199339791,8.88783974338056e-07,0.837150164504376
"2647","WT","NTD","IgM","Hosp","Hypertension",46,-0.227760039412711,0.19477151927362,-1.16937034871483,0.879475680329882,0.147836963772786,5.94895659303153,4.33785397284908e-07,0.24869586263613
"2648","WT","NTD","IgM","Hosp","Cardiovascular",46,-1.30061869004854,0.435381074614821,-2.98731103826501,0.875327607165048,0.117400255374478,7.45592592088462,2.83140658554076e-09,0.00463466747337129
"2649","WT","NTD","IgM","Hosp","Chronic.pulmonary.disease",46,0.179676824361453,0.671219592492307,0.267687097294485,0.782824859075508,0.1243239261308,6.29665490335229,1.35317452997896e-07,0.790220051629033
"2650","WT","NTD","IgM","Hosp","Asthma",46,-0.00477035579346172,0.000990554092680349,-4.81584582680747,0.78268597905051,0.123004325413002,6.36307687898411,9.865624446215e-08,1.766994523989e-05
"2651","WT","NTD","IgM","Hosp","Rheumatologic.disease",46,0.179676824361453,0.671219592492307,0.267687097294485,0.782824859075508,0.1243239261308,6.29665490335229,1.35317452997896e-07,0.790220051629033
"2652","WT","NTD","IgM","Hosp","Immunocompromise",46,-0.28792150240581,0.306048846880492,-0.940769767115767,0.81551565207323,0.128013549548407,6.37054167273796,1.05634270066496e-07,0.35207812941646
"2653","WT","NTD","IgM","Hosp","Smoker",46,0.265673326104606,0.216864971317665,1.22506334006079,0.724533153249384,0.131198817923112,5.52240610638724,1.80198283719746e-06,0.227219822881301
"2654","WT","NTD","IgM","Hosp","Allergic.disease",46,0.280817494746936,0.264461263734566,1.06184736010634,0.741403560360846,0.128832581211126,5.75478309439336,8.30381977315018e-07,0.294232542470349
"2655","WT","NTD","IgM","Hosp","Neurological.disease",46,-0.550077470331807,0.341390993187534,-1.61128290232788,0.860742430866391,0.13018133404125,6.61187287106497,4.70663532806284e-08,0.114435165230624
"2656","WT","NTD","IgG3","Hosp","Age",48,-0.00182291208414308,0.00588228282140805,-0.309898748409164,1.22772027752539,0.33316230811457,3.68505154281496,0.00061192130038846,0.758068580424515
"2657","WT","NTD","IgG3","Hosp","Sex",48,0.130760415501926,0.200989221943269,0.650584216594629,1.04096816928508,0.18583065176902,5.60170326787079,1.213511557684e-06,0.518623061641974
"2658","WT","NTD","IgG3","Hosp","Cough",48,0.174302224779339,0.26779194661727,0.650886731214709,0.982198528025462,0.260505104964893,3.77036192115247,0.000472753271358331,0.518429545342722
"2659","WT","NTD","IgG3","Hosp","Dyspnea",48,-0.123573720683554,0.190881912949792,-0.647383079800012,1.19814507470478,0.159868415095819,7.49457029386734,1.89377125348911e-09,0.520673166233807
"2660","WT","NTD","IgG3","Hosp","Odynophagia",48,-0.324344437979962,0.265609257813929,-1.22113378369959,1.18702273665988,0.129417936729975,9.17201097971873,7.25499889299833e-12,0.228394862055666
"2661","WT","NTD","IgG3","Hosp","Fever",48,-0.307231470995229,0.308637699427191,-0.995443756758907,1.40022034647113,0.295944048212892,4.73136849660131,2.23732384434798e-05,0.324843301229924
"2662","WT","NTD","IgG3","Hosp","Headache",48,-0.268447680226361,0.18743811411104,-1.43219366829165,1.25499892799158,0.148085803976188,8.47480915992043,7.09386284182859e-11,0.158998484820357
"2663","WT","NTD","IgG3","Hosp","Myalgia",48,-0.272044022173919,0.188379591962822,-1.44412682573178,1.28683895322487,0.161386165845394,7.97366333405335,3.76520841672406e-10,0.155630139111409
"2664","WT","NTD","IgG3","Hosp","Severe.fatigue",48,0.106853868047065,0.225832264697899,0.473155898206155,1.06116751352339,0.193358537267997,5.48808202894397,1.7839940865978e-06,0.638389176210628
"2665","WT","NTD","IgG3","Hosp","Altered.mental.status",48,-0.411660391740676,0.305083843667932,-1.34933527384278,1.16957836409471,0.124031163837606,9.42971369377809,3.16649084370938e-12,0.183979422169036
"2666","WT","NTD","IgG3","Hosp","Immunosupressive.drugs",48,-0.145972159473035,0.310116003707275,-0.470701794580139,1.14768558598687,0.127502708808464,9.00126433949676,1.26190477438269e-11,0.640127398026775
"2667","WT","NTD","IgG3","Hosp","Obesity",48,-0.0621174765863197,0.201299414418138,-0.30858250018199,1.15174446583648,0.13907793347463,8.28128831844177,1.34775970450617e-10,0.759063208253354
"2668","WT","NTD","IgG3","Hosp","Hypertension",48,-0.0851942925919077,0.193917242379021,-0.439333251374271,1.16696414355844,0.146757922634468,7.95162620600057,4.05404737559502e-10,0.662522636045857
"2669","WT","NTD","IgG3","Hosp","Cardiovascular",48,-1.02830863828115,0.45662304067192,-2.25198587606966,1.20248884365649,0.120983926370542,9.93924465613382,6.29211030154704e-13,0.0292497383640397
"2670","WT","NTD","IgG3","Hosp","Chronic.pulmonary.disease",48,-0.0151728293719861,0.676395017667748,-0.0224319058769873,1.13176710064635,0.123247910460054,9.18285021159183,7.00528175005084e-12,0.982202604289659
"2671","WT","NTD","IgG3","Hosp","Asthma",48,-0.0051596547356467,0.000982487659997354,-5.25162294217577,1.13178186723419,0.121899841056313,9.28452291181699,4.08585133621396e-12,3.76095807559763e-06
"2672","WT","NTD","IgG3","Hosp","Rheumatologic.disease",48,-0.0151728293719861,0.676395017667748,-0.0224319058769873,1.13176710064635,0.123247910460054,9.18285021159183,7.00528175005084e-12,0.982202604289659
"2673","WT","NTD","IgG3","Hosp","Immunocompromise",48,0.0929110232386571,0.310587898366755,0.299145664487365,1.12159214294774,0.127749395756299,8.77962777285731,2.60110552483194e-11,0.766206163501301
"2674","WT","NTD","IgG3","Hosp","Smoker",48,0.279069160862626,0.216697261942337,1.28782965858095,1.07317681515939,0.129308645478445,8.29934310415685,1.26923487004759e-10,0.204388771282403
"2675","WT","NTD","IgG3","Hosp","Allergic.disease",48,-0.403004509379193,0.262264054889446,-1.53663646186312,1.18871637459034,0.125719068621935,9.45533869778395,2.9171587681848e-12,0.13138455967332
"2676","WT","NTD","IgG3","Hosp","Neurological.disease",48,-0.114486743090723,0.352983991945937,-0.324339759600934,1.14746423822823,0.132258240784413,8.6759375553668,3.65518398951456e-11,0.747183691987098
"2677","WT","NTD","IgA1","Hosp","Age",48,0.0148449432741563,0.00648638636416849,2.28863074764733,0.25732764703865,0.355388995360757,0.724073199783341,0.472768527496242,0.0268485389816296
"2678","WT","NTD","IgA1","Hosp","Sex",48,0.620866406714075,0.206290057319041,3.00967683456438,0.602258631014455,0.186784875086669,3.22434367737218,0.00235264673326588,0.00427507018766901
"2679","WT","NTD","IgA1","Hosp","Cough",48,0.648476302528121,0.290567553776046,2.23175744883041,0.455297683054861,0.282650663700322,1.61081413039804,0.114213380162748,0.0306554713844438
"2680","WT","NTD","IgA1","Hosp","Dyspnea",48,-0.0578566985462914,0.21809031820823,-0.265287790038669,1.04292229610338,0.182646909807062,5.71004621542771,8.39600555632341e-07,0.791999299923517
"2681","WT","NTD","IgA1","Hosp","Odynophagia",48,-0.136574137609048,0.306597049337863,-0.445451572035665,1.03508978993837,0.149335886936108,6.93128631821244,1.28853845529133e-08,0.658129133516095
"2682","WT","NTD","IgA1","Hosp","Fever",48,0.243770684701063,0.353260421260714,0.690059429332886,0.798833965768246,0.338732754080593,2.35830151098463,0.0227635228294257,0.493700518698241
"2683","WT","NTD","IgA1","Hosp","Headache",48,-0.531772490714592,0.203227220809179,-2.6166400770392,1.25582524683648,0.160502576233724,7.82433077589827,6.21795548870211e-10,0.0120479103711756
"2684","WT","NTD","IgA1","Hosp","Myalgia",48,-0.313995774649717,0.214271571738782,-1.46541032999239,1.19074790078283,0.183502186555187,6.48901205558507,5.85379188134278e-08,0.149761739621725
"2685","WT","NTD","IgA1","Hosp","Severe.fatigue",48,0.313042897147657,0.253390718146344,1.23541580148512,0.80490356922485,0.216969839544013,3.70974864947334,0.000568022885186064,0.223086883778997
"2686","WT","NTD","IgA1","Hosp","Altered.mental.status",48,0.704346803134403,0.379313863927262,1.85689707157519,0.971512188464577,0.136878251136388,7.09763735581734,7.3025286546459e-09,0.0698787153379595
"2687","WT","NTD","IgA1","Hosp","Immunosupressive.drugs",48,-0.2041104307604,0.326127900632953,-0.625860070126657,1.04119217975002,0.14728613621545,7.06917980540255,8.04690488579018e-09,0.53456839470837
"2688","WT","NTD","IgA1","Hosp","Obesity",48,0.414147747193102,0.225377689627613,1.83757206792469,0.893093112074637,0.149889684298469,5.95833606731906,3.60013379909169e-07,0.0727335029000624
"2689","WT","NTD","IgA1","Hosp","Hypertension",48,0.0776541738060633,0.220877930908663,0.351570541640825,0.97978462959387,0.16710217448685,5.86338647359119,4.97868157842883e-07,0.726801288107437
"2690","WT","NTD","IgA1","Hosp","Cardiovascular",48,-0.746705573913311,0.536787255318771,-1.39106427456047,1.06314813633892,0.142172985266183,7.47784914516945,2.00419536283616e-09,0.171046077320638
"2691","WT","NTD","IgA1","Hosp","Chronic.pulmonary.disease",48,-0.313401836026886,0.539385380013655,-0.581035095943742,1.02247806317995,0.140897841831038,7.25687526432153,4.2450870278295e-09,0.564115779569007
"2692","WT","NTD","IgA1","Hosp","Asthma",48,-0.00355744576966366,0.00111784954833665,-3.1824012229169,1.01184038935359,0.138693797549242,7.2954984810647,3.28973761013373e-09,0.0026181506324048
"2693","WT","NTD","IgA1","Hosp","Rheumatologic.disease",48,-0.313401836026886,0.539385380013655,-0.581035095943742,1.02247806317995,0.140897841831038,7.25687526432153,4.2450870278295e-09,0.564115779569007
"2694","WT","NTD","IgA1","Hosp","Immunocompromise",48,-0.517998567186188,0.318374489629324,-1.62701027896199,1.08670366253647,0.143833787147011,7.55527393174844,1.54184814831152e-09,0.110717997611401
"2695","WT","NTD","IgA1","Hosp","Smoker",48,0.0873048204010704,0.243446499785753,0.358620150537813,0.990463148684504,0.152186447847224,6.50822174178613,5.48099922767462e-08,0.721556333419572
"2696","WT","NTD","IgA1","Hosp","Allergic.disease",48,-0.610707269034881,0.292389315441926,-2.08867847346556,1.09808945905371,0.140109877185211,7.83734509739199,5.95155320582897e-10,0.0424240330065106
"2697","WT","NTD","IgA1","Hosp","Neurological.disease",48,-0.637456666469564,0.390818558753503,-1.63108084862372,1.09909790882876,0.146382089948953,7.50841793017192,1.80696825734157e-09,0.109853368511547
"2698","WT","NTD","IgG1","Hosp","Age",39,-0.0239015720353444,0.0153604881291299,-1.55604247953663,3.02920309272907,0.870531601491984,3.47971640264109,0.00133222744253164,0.128446539688419
"2699","WT","NTD","IgG1","Hosp","Sex",39,-0.238258747215886,0.524675760337124,-0.454106641143085,1.93502705847656,0.497076030501495,3.89281908549147,0.000411702384923003,0.652478164015528
"2700","WT","NTD","IgG1","Hosp","Cough",39,-1.1644865455681,0.626719464693248,-1.85806666486426,2.76050031567182,0.616269604499836,4.47937119649482,7.28322231794543e-05,0.0713525512730193
"2701","WT","NTD","IgG1","Hosp","Dyspnea",39,1.00567880560248,0.444584240577356,2.26206579949047,1.28354196347734,0.360747195141274,3.55800954453628,0.0010702345617475,0.029827625959968
"2702","WT","NTD","IgG1","Hosp","Odynophagia",39,1.01342500817133,0.764969366938608,1.32479162169203,1.62892527379478,0.321297179332586,5.0698399443732,1.21345535046225e-05,0.193588559888839
"2703","WT","NTD","IgG1","Hosp","Fever",39,-1.19907368844608,0.683878491703373,-1.75334317863906,2.76324903495779,0.646651857856238,4.27316337436721,0.000134838531775828,0.0880552294226254
"2704","WT","NTD","IgG1","Hosp","Headache",39,0.529613334561987,0.46940837230133,1.12825711217185,1.51612714949504,0.375814508867472,4.03424326022946,0.000272775717037743,0.266674563737698
"2705","WT","NTD","IgG1","Hosp","Myalgia",39,0.913118358979678,0.453437084663816,2.013770796133,1.27405081304411,0.382427442711123,3.33148375548588,0.00200625589256817,0.0515544367586258
"2706","WT","NTD","IgG1","Hosp","Severe.fatigue",39,-0.219455836180577,0.546740176211264,-0.401389628436191,1.89269948732508,0.455978288499846,4.15085440482704,0.000193659259697804,0.690506095833511
"2707","WT","NTD","IgG1","Hosp","Altered.mental.status",39,-0.434409577696707,0.780417360700442,-0.556637511634562,1.79205779283227,0.317319915737441,5.64747973245736,2.05688966995828e-06,0.581219207112657
"2708","WT","NTD","IgG1","Hosp","Immunosupressive.drugs",39,-1.56399141650813,0.658359270956311,-2.37558956865045,1.97996048290263,0.305640161484929,6.47807694277855,1.60380325957739e-07,0.022966094485962
"2709","WT","NTD","IgG1","Hosp","Obesity",39,-0.752819236003603,0.485772992142245,-1.54973464597876,2.00676243107338,0.342679916188291,5.85608416564084,1.08210980845164e-06,0.129952717797693
"2710","WT","NTD","IgG1","Hosp","Hypertension",39,0.48769939289393,0.480535646673874,1.01490783518276,1.55708436526035,0.367566244846032,4.23620064979739,0.000150469815976457,0.316922580230792
"2711","WT","NTD","IgG1","Hosp","Cardiovascular",39,-0.957845909542192,1.080866625089,-0.88618326008847,1.84382084593715,0.32414161498138,5.68831881103285,1.81383637327383e-06,0.381400455114895
"2712","WT","NTD","IgG1","Hosp","Chronic.pulmonary.disease",39,0.615323203970116,1.52059838756253,0.404658592961196,1.75970224940835,0.312483920211665,5.63133696036709,2.16171042104377e-06,0.688122868556674
"2713","WT","NTD","IgG1","Hosp","Asthma",39,-0.00409614994218476,0.00238061617277157,-1.72062594089493,1.75941432124964,0.308931652173352,5.69515719374192,1.62485682635784e-06,0.0936728898051295
"2714","WT","NTD","IgG1","Hosp","Rheumatologic.disease",39,0.615323203970116,1.52059838756253,0.404658592961196,1.75970224940835,0.312483920211665,5.63133696036709,2.16171042104377e-06,0.688122868556674
"2715","WT","NTD","IgG1","Hosp","Immunocompromise",39,-0.389754742865208,0.705200250192116,-0.552686620231669,1.81472975224444,0.32753851300249,5.5405080019724,2.85916558314572e-06,0.583893753178795
"2716","WT","NTD","IgG1","Hosp","Smoker",39,0.591737846655294,0.534189008343756,1.10773122885843,1.62492534194899,0.331054184868685,4.90833650870033,1.98746457072109e-05,0.275324403253
"2717","WT","NTD","IgG1","Hosp","Allergic.disease",39,2.21959575439141,0.686768366725974,3.23194232863822,1.5537958399271,0.282979342840059,5.49084546007061,3.33135296441902e-06,0.00263045217159354
"2718","WT","NTD","IgG1","Hosp","Neurological.disease",39,-1.28355932349405,0.782572282773295,-1.64017989360081,1.98475705862918,0.331881377028069,5.98032066879522,7.38316085919038e-07,0.109678095256228
"2719","WT","NTD","IgG2","Hosp","Age",46,-0.0020168360286684,0.00221090462810713,-0.912222084584049,0.14802934160942,0.123779444437423,1.19591215069847,0.238284090063063,0.366738016694393
"2720","WT","NTD","IgG2","Hosp","Sex",46,0.107003549965477,0.077084013744355,1.38814190864981,-0.0302563663945851,0.070637425624915,-0.428333367572688,0.670546423462041,0.17224433255104
"2721","WT","NTD","IgG2","Hosp","Cough",46,0.0460923587380615,0.111014870082742,0.415190854195549,0.0024992531371922,0.1097361852563,0.0227751049606374,0.981935028058913,0.68006665552005
"2722","WT","NTD","IgG2","Hosp","Dyspnea",46,-0.116811732775431,0.0733878864606545,-1.59170318712009,0.106241857539324,0.0606647067917548,1.75129598670975,0.0870258062856738,0.118777209596815
"2723","WT","NTD","IgG2","Hosp","Odynophagia",46,-0.113678428141704,0.102741058056065,-1.10645568862714,0.0631269730437683,0.0500573398935651,1.26109324183012,0.21407457461675,0.274681141842133
"2724","WT","NTD","IgG2","Hosp","Fever",46,0.000698896186114653,0.132534100216821,0.00527333105194272,0.0429552666261083,0.129361533965702,0.332055946688892,0.741460230568729,0.995816899507528
"2725","WT","NTD","IgG2","Hosp","Headache",46,-0.0345224537334327,0.0756574920185711,-0.456299208609224,0.0581289449332143,0.0571034799262673,1.01795801251117,0.314391455861163,0.650471268265765
"2726","WT","NTD","IgG2","Hosp","Myalgia",46,0.101807660129306,0.0733730600845204,1.38753460755257,-0.0103526922999412,0.0605895904439654,-0.170865857057008,0.86513073481762,0.172428051792909
"2727","WT","NTD","IgG2","Hosp","Severe.fatigue",46,0.103107288988189,0.0898243711622418,1.14787654679992,-0.0251515572583785,0.0759975005792455,-0.330952426943989,0.742287807154431,0.257365756063256
"2728","WT","NTD","IgG2","Hosp","Altered.mental.status",46,-0.140579842754949,0.118257311759117,-1.18876237472151,0.0567033999770281,0.0480240517050304,1.18072919638908,0.244200379963085,0.241056945422397
"2729","WT","NTD","IgG2","Hosp","Immunosupressive.drugs",46,-0.0548030447910551,0.110714031130617,-0.494996381501094,0.0515485168340202,0.0500214417950008,1.03052840910259,0.308523844584858,0.623122653833548
"2730","WT","NTD","IgG2","Hosp","Obesity",46,-0.118104054777879,0.0764301742210072,-1.54525429232134,0.0820599012202013,0.052511911935502,1.56269117226186,0.125455808361368,0.129613462148654
"2731","WT","NTD","IgG2","Hosp","Hypertension",46,-0.0472778514524689,0.0770290880791644,-0.61376621003069,0.0614621838644864,0.0555405179417075,1.10661884588462,0.274611357255449,0.542603370145212
"2732","WT","NTD","IgG2","Hosp","Cardiovascular",46,-0.233575426119957,0.181972950302407,-1.28357223275105,0.0596969434323986,0.0482764955398772,1.23656331647122,0.222960893160072,0.206165892051111
"2733","WT","NTD","IgG2","Hosp","Chronic.pulmonary.disease",46,-0.109361892385862,0.182595392975083,-0.598930184403862,0.0473702930920836,0.0477241016835598,0.992586375039132,0.326464482766503,0.55236191575627
"2734","WT","NTD","IgG2","Hosp","Asthma",46,-0.000288093973593878,0.000384555691121663,-0.749160603379897,0.043589777715858,0.0469588417901479,0.928254958047183,0.358339764242832,0.457747036395505
"2735","WT","NTD","IgG2","Hosp","Rheumatologic.disease",46,-0.109361892385862,0.182595392975083,-0.598930184403862,0.0473702930920836,0.0477241016835598,0.992586375039132,0.326464482766503,0.55236191575627
"2736","WT","NTD","IgG2","Hosp","Immunocompromise",46,-0.0622770937259571,0.120441409227068,-0.517073771600812,0.0521844898446268,0.0501872191475559,1.03979640097609,0.304246033575607,0.607754315620925
"2737","WT","NTD","IgG2","Hosp","Smoker",46,0.133073026962368,0.0827143317896274,1.60882671821397,0.0115545347294855,0.0502473833586455,0.229952963859111,0.819218747716966,0.114972660098663
"2738","WT","NTD","IgG2","Hosp","Allergic.disease",46,-0.0869020448739296,0.110463988734951,-0.786700225740025,0.0529737281153406,0.0486485584737169,1.08890642965219,0.282260486554351,0.435771844412482
"2739","WT","NTD","IgG2","Hosp","Neurological.disease",46,-0.0556595052914569,0.135800949791124,-0.409860942630128,0.0512364898443749,0.0509481317447268,1.00565983657836,0.320205066118964,0.683942769480649
"2740","WT","NTD","R3b","Hosp","Age",49,-0.00166873423981128,0.0011821295323152,-1.41163399965406,0.179466868288321,0.0661591235430544,2.71265486417046,0.00935821856492239,0.164786507235803
"2741","WT","NTD","R3b","Hosp","Sex",49,-0.00569206255843579,0.0412468197412722,-0.138000034769717,0.0966812305912736,0.0374903187400848,2.5788319182227,0.0131777923140046,0.890842713940839
"2742","WT","NTD","R3b","Hosp","Cough",49,0.0467495307277205,0.055644228626971,0.840150575922636,0.0525178968043897,0.0541831306962002,0.969266561927784,0.337481177243186,0.405169674930694
"2743","WT","NTD","R3b","Hosp","Dyspnea",49,-0.013577639741015,0.03963148267046,-0.342597319760014,0.100365056930462,0.0334319560166707,3.00206954329609,0.00432378273933077,0.733462016894311
